id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13309158,Room in Historic House in Denver,20279966,Ken,,Congress Park,39.73866759715773,-104.9461816162372,Private room,48,3,191,2018-08-11,7.41,1,42
13311297,Updated and Cozy in Great Neighborhood,6275736,Kate & James,,Speer,39.71666152631778,-104.9820732149625,Entire home/apt,105,3,88,2018-08-19,3.26,1,125
13313939,Luxury 2BR Near DT Denver and 100+ Establishments,2892413,Kara And John,,Stapleton,39.785651271819724,-104.89247368211687,Entire home/apt,99,1,3,2018-05-13,0.13,2,99
13327371,"Private quaint home, near downtown Denver",75389415,Ari,,Chaffee Park,39.786153971922644,-105.02003040393073,Entire home/apt,185,2,55,2018-08-12,2.08,1,15
13328600,"Cherry Creek area, 420 friendly, plus great DEALS!",155667,Tara,,Washington Virginia Vale,39.709149868058006,-104.92928270594066,Private room,58,1,156,2018-07-30,5.78,1,63
13332504,Charming English Tudor with relaxing back yard,36963407,Ieva,,North Park Hill,39.75283858737603,-104.91675999516191,Entire home/apt,199,2,14,2018-06-16,0.54,1,6
13335280,1bd downtown condo w/ garage parking,35034935,Irene,,Lincoln Park,39.73336792733581,-104.99631107691265,Entire home/apt,90,1,7,2017-05-21,0.27,1,0
13343923,Lux In LoHi Townhouse,3535803,Jorge,,Highland,39.76192063291264,-105.0068218857697,Entire home/apt,133,30,0,,,2,57
13354919,HISTORIC LOFT STEPS FROM UNION STATION!,74813049,Cindy,,Union Station,39.754586144879774,-104.9988755447081,Entire home/apt,119,30,11,2016-11-09,0.41,2,174
13360707,House in Santa Fe art district,34918160,Erin,,Lincoln Park,39.73675334050395,-104.99875470605947,Entire home/apt,140,1,2,2016-08-09,0.08,3,0
13362680,Cozy Guest Room,959656,Kristina,,West Colfax,39.73873635752819,-105.04512534650696,Private room,65,1,0,,,2,0
13372386,One Bedroom Apartment in Downtown Denver,75943090,Elise,,Union Station,39.7513152204834,-105.00495632881338,Entire home/apt,250,1,2,2016-06-29,0.07,1,0
13377190,SPIRE LOFT-Pool-Gym-Parking-Views-WiFi-EXTRAS!,75962828,Danny,,CBD,39.744483035541215,-104.99620776903538,Entire home/apt,99,30,3,2018-04-19,0.13,1,126
13378349,Brand New 1BR/1BA close to downtown,23035357,Hannah,,Jefferson Park,39.75591771956265,-105.01601746005625,Entire home/apt,96,1,4,2016-07-07,0.15,1,0
13380198,Modern 5 bedroom in Denver's top neighborhood,66590565,Yoann,,Hilltop,39.723083320459835,-104.90728187622123,Entire home/apt,390,2,32,2018-08-04,1.23,1,0
13389533,Luxury 2 BD downtown condo-pool and hot tub,76136937,Deborah,,Five Points,39.748962623463896,-104.98734126338988,Entire home/apt,250,3,1,2016-07-01,0.04,1,0
13390268,Charming row-home near Highlands neighborhoods!,76147906,Marisa,,Sloan Lake,39.7532360931545,-105.02812874684041,Entire home/apt,95,2,10,2017-07-12,0.37,1,0
13394889,Spacious Bedroom on South Gaylord St. - 420 okay,76197809,Beverly,,Washington Park,39.6907199979078,-104.96259886335963,Private room,44,3,57,2018-08-15,2.13,2,151
13395653,Charming 2 BR in Capitol Hill,48247085,Chris,,Capitol Hill,39.73653815095746,-104.97464990732763,Entire home/apt,200,2,8,2016-08-02,0.30,1,0
13406078,Large home in the heart of Denver,9543177,Maureen,,West Highland,39.765169535744405,-105.02682845252653,Entire home/apt,275,1,2,2018-07-01,0.08,1,362
13414484,Private - Art Inspired Urban Suite,23216142,Cal,,City Park West,39.74318251648061,-104.96600038082815,Private room,79,1,178,2018-08-25,6.68,1,131
13415439,Master BR in modern townhome next to DU,18473395,Rod,,University,39.68286887759539,-104.96489181111865,Private room,70,1,20,2018-08-15,0.85,3,231
13428810,Charming 2bd Victorian w/ Parking on Broadway!,11572263,Emily,,Speer,39.72190337117112,-104.98643494525028,Entire home/apt,175,3,22,2018-08-13,0.88,2,365
13436850,Charming Home in Central Denver,66825507,Guirec,,Cheesman Park,39.73659819602094,-104.9598785442753,Entire home/apt,240,4,17,2018-07-15,0.64,1,22
13447168,Central Location! Cute & Cozy Basement Apartment,48448059,Judy & Marty,,Skyland,39.759899840339386,-104.95568116028325,Entire home/apt,81,1,227,2018-08-24,8.50,1,309
13447318,"Clean, Quiet, Private, Nice!",51270436,Jessica,,Indian Creek,39.68489903335578,-104.89186101115214,Private room,40,1,135,2018-08-10,5.32,1,130
13449331,2 KING BED APT NEAR DWNTN! NEW!!!,14949477,Gary,,Sunnyside,39.77192633338112,-105.02207205230718,Entire home/apt,98,2,200,2018-08-11,7.43,1,161
13452911,Flower Flour Aurora (420 Celebrated!),65757609,Jeff,,Lowry Field,39.7156385994647,-104.91116901117633,Entire home/apt,53,1,45,2018-08-05,1.75,1,20
13454155,"Private Rooftop, Modern, LoHi Home, Walk Downtown!",67514634,Jordan,,Highland,39.76069828738854,-105.01504609965038,Entire home/apt,179,1,59,2018-08-17,2.30,1,70
13467564,Recently Finished Place Near Airport and Down Town,77023590,Esayas,,Gateway - Green Valley Ranch,39.77262742057566,-104.7502752875723,Entire home/apt,70,2,69,2018-08-15,2.63,1,324
13474217,2 bedroom luxury Suite in Cap Hill,49223382,Kinga,,City Park West,39.740551496569395,-104.97143760737823,Entire home/apt,199,1,207,2018-08-18,7.76,4,313
13478248,☆Pet Friendly Cheesman Park Oasis☆,53159663,Fred,,Cheesman Park,39.73732500015486,-104.96803654058603,Entire home/apt,120,1,181,2018-08-16,6.82,1,342
13487432,Frida Casa,2440834,Dayna,,Speer,39.72276127840465,-104.98314206649458,Entire home/apt,75,1,6,2017-07-05,0.23,1,299
13494022,Large and Modern Apt. In Uptown! BEST Location!!!,77350520,Jacob,,North Capitol Hill,39.74032733643106,-104.97610187095366,Private room,129,1,213,2018-08-12,8.01,1,332
13494205,"Luxurious 3 Story Artist Townhouse in Hip, LoHi.",2577320,David,,Highland,39.759379207711184,-105.01465631912319,Entire home/apt,223,2,98,2018-08-23,4.11,1,54
13497202,Beautiful Unit close to everything downtown Denver,77404792,Lombardi,,Lincoln Park,39.73862894445571,-104.99986689491935,Entire home/apt,213,3,56,2018-08-12,2.15,1,34
13497476,Simple Condo,51822265,Jeff,,Hampden South,39.645788222050676,-104.91271431265476,Entire home/apt,120,1,0,,,1,0
13505760,Charming Bungalow in Park Hill Close to Downtown,50669204,Adrienne,,North Park Hill,39.754629927556316,-104.93030713126727,Entire home/apt,150,5,5,2018-06-08,0.20,1,15
13513735,Beautiful Condo in West City Park,12482307,Jeremy,,City Park West,39.74468329673597,-104.96888638122371,Entire home/apt,65,30,5,2017-10-31,0.21,1,299
13522351,Private Entry Suite in RiNo,77685278,Jeff+Kelly,,Five Points,39.76566278973804,-104.97411756954794,Entire home/apt,93,2,87,2018-08-20,3.37,1,131
13523589,LOHI! MBR w jacuzzi!! Walk to Downtown or Broncos,35955223,Tom,,Highland,39.757962427155285,-105.01379929103786,Private room,9999,2,8,2016-10-09,0.30,1,0
13526515,Large House Downtown Best Location! Sleeps 14!,77731494,Rob And Tiffany,,North Capitol Hill,39.74516054950388,-104.98121146339399,Entire home/apt,199,1,93,2018-08-12,3.70,1,272
13542442,Townhome in Santa Fe Arts District-3 Bed Sleeps 8!,62275890,Mary,,Lincoln Park,39.727078947553544,-104.99802056631069,Entire home/apt,125,1,95,2018-08-19,3.66,5,306
13542997,1 BR Quiet space downtown,35481667,Kathryn,,Five Points,39.7520019586797,-104.97957609605835,Entire home/apt,105,2,14,2018-03-19,0.54,1,3
13545464,Brooks Tower Downtown Denver Furnished Apartment,7131433,Phillip,,CBD,39.74721563615303,-104.99592664761198,Entire home/apt,79,30,7,2018-03-26,0.28,1,340
13548312,Denver uptown apt near 16th st mall balcony & pool,8650641,Todd,,North Capitol Hill,39.746153822997904,-104.98336285167771,Entire home/apt,225,1,67,2018-08-24,2.53,3,359
13550337,Larimer St. Luxury LoDo Coors Field Sleeps 4!,46984692,Bobby And Molly,,Union Station,39.7502988520918,-104.99631740979729,Entire home/apt,129,1,134,2018-08-17,5.01,1,31
13560149,Beautiful and Elegant (3-br) Home in Cherry Creek,19597217,Charles,,Cherry Creek,39.71561632344839,-104.9419630309549,Entire home/apt,350,2,30,2018-07-22,1.14,1,308
13560410,Clay Street Chateau 2016-bfn-(PHONE NUMBER HIDDEN),78127236,Matt,,Chaffee Park,39.78605861675332,-105.0218481048571,Entire home/apt,140,2,66,2018-08-25,2.54,1,351
13569176,Vintage Penthouse Studio- charm and walkability!,78239088,Kim,,North Capitol Hill,39.742525900114686,-104.97760527528875,Entire home/apt,85,30,17,2018-08-05,0.66,1,52
13569285,Great Ranch style home large yard,78239474,Jan,,Montclair,39.727336445314386,-104.91553400358308,Entire home/apt,225,1,17,2017-09-08,0.65,1,30
13573724,"Beautiful, eclectic home in historic Denver!",9544400,Alexandra,,Cole,39.765375329720705,-104.9635150613524,Private room,96,2,6,2018-06-30,0.23,1,0
13579869,Comfy dorm in highlands house bed B,24483378,Sarah,,West Highland,39.76772158819196,-105.05283532001555,Shared room,18,1,53,2018-07-29,2.03,7,347
13588492,Wonderful 3BR Berkeley house,12298701,David,,Berkeley,39.778661975177805,-105.0332662836845,Entire home/apt,160,2,39,2018-08-11,1.48,1,257
13589403,"City living, Mountain escape!",76851624,Lindey,,Virginia Village,39.6936988726684,-104.93857391203036,Private room,99,2,6,2016-10-09,0.24,1,0
13601654,"2 bedroom private suite, Yale Station 2 min away!",2963,Kelly And L.J.,,University Hills,39.66976778708036,-104.92772617658785,Private room,80,2,68,2018-06-20,2.55,1,73
13616099,Beautiful and Calm Platt Park Home - Full (345055),78834164,Craig,,Platt Park,39.688595942911356,-104.9843301601826,Entire home/apt,120,2,6,2017-10-08,0.24,1,0
13617562,North downtown 1BR with Mtn views,71731436,Colleen,,Globeville,39.775707901383115,-104.98315545232457,Entire home/apt,90,5,3,2018-07-28,0.22,1,91
13620900,Gateway Park Getaway in Denver,12706357,Janna,,Gateway - Green Valley Ranch,39.77688837523119,-104.77033829068645,Entire home/apt,175,2,38,2018-08-06,1.44,5,342
13622874,Downtown artsy-chic bungalow styled 1Bedroom loft,16469800,Michael,,CBD,39.74936539357439,-104.99094542138313,Private room,95,2,3,2016-09-28,0.12,1,0
13624759,Large one bedroom condo with incredible patio,39393836,Nic,,Jefferson Park,39.750156834685164,-105.01878607028799,Entire home/apt,200,3,2,2016-08-14,0.08,1,0
13624842,Spacious RiNo Private Entry Suite,11078441,Claire & Jeff,,Five Points,39.76568728547661,-104.97472008584967,Entire home/apt,99,2,49,2018-08-17,1.89,1,59
13636929,Quiet space and neighborhood with great backyard.,33995611,Leif,,Mar Lee,39.69139352554342,-105.04186296732016,Private room,60,1,1,2016-06-26,0.04,1,0
13642198,House de Cheby,17053398,Michael,,Berkeley,39.78149667930794,-105.03811142547167,Private room,50,1,41,2018-08-25,1.56,1,235
13656193,A Clean Room for the Modern Traveler,4220435,Jordan,,Villa Park,39.731181838485206,-105.05115827413299,Private room,56,1,176,2018-08-24,6.72,2,64
13656290,Large 3Bed Basement Apartment Near Downtown,79333399,Joe And Natty,,Whittier,39.75757747361903,-104.96931248878387,Entire home/apt,225,1,63,2018-08-12,2.40,2,343
13656567,"West Highland 2BR 2BA, NW Denver",21280578,Steve,,West Highland,39.76245020713178,-105.04649386908237,Private room,159,5,3,2018-07-19,0.14,1,88
13656664,N'hood Home near Downtown Denver - Downstairs Apt,334357,Shane,,Whittier,39.760115565668045,-104.96742607866356,Entire home/apt,97,1,77,2018-05-05,3.32,2,73
13657420,Dreamy Attic Loft in Cheesman Park/Capitol Hill,79348537,Carina,,Cheesman Park,39.73487004910177,-104.97090145448529,Entire home/apt,82,1,7,2016-08-11,0.27,1,0
13657498,"Master Bedroom, Private Bath, & Breakfast. Near DU",79296912,Jeff,,University Park,39.67073898974321,-104.94627430772582,Private room,88,1,176,2018-08-26,6.66,1,328
13657784,Wash Park Bungalow with Backyard Oasis,79353878,Michelle,,Washington Park West,39.70767487963296,-104.97894988536741,Entire home/apt,250,3,34,2018-07-19,1.29,1,100
13683183,"Spacious, modern master bedroom, master bath",1618,Elaine,,Cole,39.77055648039063,-104.96471321667529,Private room,79,2,1,2016-09-05,0.04,2,0
13686014,Large 3 Bedroom Townhome + Office,24157036,Angela,,Hampden,39.65687678526493,-104.9086133008067,Entire home/apt,234,30,0,,,41,239
13686460,Sky Club Access 1 Bedroom on 39th Floor,24157036,Angela,,CBD,39.74504960625224,-104.99462410023791,Entire home/apt,191,30,2,2016-12-15,0.08,41,329
13686918,Spire 1 Bedroom Plus Office on 28th Floor,24157036,Angela,,CBD,39.74599665093677,-104.99530874701745,Entire home/apt,166,30,0,,,41,346
13687416,Cherry Creek Penthouse,24157036,Angela,,Cherry Creek,39.71411643993,-104.94484222266331,Entire home/apt,370,30,1,2016-07-26,0.04,41,290
13688138,Art District on Santa Fe Apartment,15899014,Georgia,,Lincoln Park,39.73049943653242,-104.9974879809089,Entire home/apt,104,3,18,2018-08-14,0.71,1,150
13696472,Double D Adventure Spot,79855459,Daniel,,Marston,39.63306717552982,-105.09085270982308,Shared room,80,1,0,,,1,0
13697022,Artistic Home near Downtown & Broncos Stadium,76334054,Pablo,,Villa Park,39.72910008648207,-105.03322557606063,Entire home/apt,119,2,9,2017-08-13,0.61,1,0
13698469,Studio Gallery,378498,M Vincent,,Lincoln Park,39.73034423680674,-104.998865668139,Shared room,50,1,0,,,1,0
13715250,Charming 1 BR in Cap Hill w/Parking,80127590,Autumn,,Capitol Hill,39.73243263268918,-104.97928756397405,Entire home/apt,100,2,10,2016-10-23,0.39,1,0
13724407,Modern Highland/Sloan's Lake Gem,36384779,Marco,,Sloan Lake,39.750876345876094,-105.03749238035579,Entire home/apt,148,2,126,2018-08-07,5.20,1,129
13725664,Downtown Denver Studio with Mountain Views,24157036,Angela,,CBD,39.745356775768514,-104.99716701545205,Entire home/apt,114,90,1,2016-11-05,0.05,41,343
13727617,Historic Stoneman's Row - 2BR,55324882,Pamela,,Highland,39.75807759719643,-105.01217547295992,Entire home/apt,215,1,4,2016-10-09,0.16,1,0
13729724,The Casita - private guest house,66492250,Jamel,,Southmoor Park,39.64983546349974,-104.92845102326592,Entire home/apt,85,3,86,2017-11-13,3.39,2,0
13733751,Duplex in the Country Club area,67453870,Shayna,,Country Club,39.72220499961626,-104.97184008010983,Entire home/apt,160,3,17,2018-07-10,0.74,2,329
13734245,West Highland's Bungalow close to Downtown,80320743,Tara,,West Highland,39.76345507823733,-105.03667822864583,Entire home/apt,105,1,7,2017-07-30,0.27,1,0
13740424,Great Room in Great Location,867587,Celeste,,West Highland,39.763735673162095,-105.0301237695128,Private room,75,1,9,2018-08-12,0.34,1,24
13742048,Modern Townhouse by Broncos Stadium.,12219415,Corey,,West Colfax,39.74238418263416,-105.02670778838159,Entire home/apt,100,2,19,2018-07-12,0.75,1,0
13744375,Hip Cozy Crib...Cherry Creek Condo - Can sleep 4,50675571,Mark,,Washington Virginia Vale,39.69794138863852,-104.92521980898543,Entire home/apt,99,30,44,2018-02-06,1.85,1,303
13745963,Welcome to your quiet apartment in our house!,59081051,Caleb,,Skyland,39.75794708059341,-104.95242108250426,Entire home/apt,90,2,86,2018-08-16,3.30,1,142
13746714,Private Room and Bath Upscale Home-Close to DU #2,19130789,Paul,,University Park,39.670630579686716,-104.95302605857434,Private room,45,3,19,2018-08-04,0.75,5,299
13747707,2 Bedroom Condo w/ Parking In Theater District,24157036,Angela,,CBD,39.745146133195924,-104.99770797153646,Entire home/apt,206,30,3,2018-08-17,0.21,41,309
13748244,Updated 1 Bdrm in Great Neighborhood!,59265555,Kevin,,Rosedale,39.671323929207055,-104.98190161740699,Entire home/apt,70,10,13,2018-08-11,0.57,1,336
13751109,LoHi loft apartment furnished: 2016-BFN- (Phone number hidden by Airbnb),80564551,Tracy,,Highland,39.75994306419029,-105.01119415254408,Entire home/apt,200,1,206,2018-08-22,8.07,1,233
13751968,Vintage Space/Charm & Character/Uptown/Fillmore,80578027,Brook,,North Capitol Hill,39.743267152141755,-104.97866153311811,Entire home/apt,116,2,145,2018-08-19,6.23,1,151
13752452,Charming LoHi Location,78157646,Jamie,,Highland,39.76003834791383,-105.01671326226497,Entire home/apt,104,1,148,2018-08-22,6.02,2,120
13760265,Comfortable launching point:Guest 1,13611163,Sonja,,Fort Logan,39.633951058131174,-105.03930531086088,Private room,95,1,11,2018-07-27,0.43,4,89
13763818,2 Bedroom Rowhome w/ Office in Denver's Highlands,24157036,Angela,,Highland,39.75959817366556,-105.01409225597929,Entire home/apt,263,30,1,2018-07-10,0.61,41,303
13764044,CHERRY CREEK CHIC RETREAT,8751405,Maria & Scott,,Cherry Creek,39.72373261013796,-104.950339616785,Entire home/apt,170,2,66,2018-08-12,2.59,1,306
13768737,Spire Condo With Amazing Views,24157036,Angela,,CBD,39.74416906225767,-104.99503335899303,Entire home/apt,177,30,1,2017-10-02,0.09,41,239
13769107,2 Bd Condo in Downtown Denver w/ Mt and City Views,24157036,Angela,,CBD,39.74575492273561,-104.99461454023404,Entire home/apt,246,30,2,2016-10-31,0.08,41,282
13769168,Modern Home in Trendy Hood Close to Downtown,3860153,Rachel,,Sunnyside,39.774428541834936,-105.00927613116045,Entire home/apt,140,2,48,2018-08-17,1.83,2,32
13783439,Neighborhood Feel - Steps Away From City,46508154,Kimberly,,Five Points,39.750896852153424,-104.97612089993007,Entire home/apt,415,2,30,2018-08-12,1.22,1,294
13785599,Garden apartment in Central Denver,24547583,Susan,,Congress Park,39.72640030575126,-104.95241017753462,Entire home/apt,70,2,50,2018-08-03,1.98,1,34
13789731,Victorian Sunshine Apt (parking inc),81027664,Hannah,,North Capitol Hill,39.74214648584817,-104.97344967459433,Entire home/apt,132,1,187,2018-08-12,7.42,2,57
13789796,Top Sunshine in Beautiful Victorian(parking inc),81027664,Hannah,,North Capitol Hill,39.7419396433766,-104.97441924587204,Entire home/apt,128,1,165,2018-08-07,6.54,2,66
13789940,Sunshine Apt. in Capitol Hill,22200946,Logan & Family,,Capitol Hill,39.735174850455884,-104.97868113703639,Entire home/apt,108,1,131,2018-08-10,5.06,5,46
13799737,LO HI PLACE,51611904,Kevin,,Highland,39.75963372638673,-105.00960963961487,Entire home/apt,125,1,11,2016-10-17,0.42,1,0
13810455,Luxe Historic Home near Downtown that Sleeps 8!,26508274,Brittney,,Capitol Hill,39.73003871498485,-104.97431029911665,Entire home/apt,375,2,28,2018-07-24,1.11,2,15
13815789,Cozy Craftsman Bungalow near City Center,68941411,Matt,,Congress Park,39.73174748925797,-104.94927669534766,Entire home/apt,97,1,221,2018-08-09,8.51,1,268
13824576,Near Mile High Stadium and downtown!,2899783,Vince,,West Colfax,39.7409656694652,-105.02800163545339,Private room,74,1,76,2018-08-19,2.98,1,135
13825672,Private Room and Bath on Light Rail - Five Points,40822489,Michael,,Five Points,39.75763372818905,-104.97363378325728,Private room,60,1,30,2017-04-04,1.16,3,0
13828732,Platt Park Modern Apartment,32674537,Amy & Jesse,,Platt Park,39.68777286924285,-104.98584373350528,Entire home/apt,135,1,52,2018-08-13,2.21,1,320
13839510,Charming Garden Studio in North City Park,81191263,Mike & Efrain,,Skyland,39.759797575095256,-104.9528755576413,Private room,75,2,109,2018-08-15,4.28,1,20
